Member_number,Date,productId,items,productName,price,gross_sales
3291,2015-08-02,1,3,tropical fruit,7.803532318,23.410596954
4932,2015-11-20,1,2,tropical fruit,7.803532318,15.607064636
1044,2015-02-09,1,1,tropical fruit,7.803532318,7.803532318
1145,2015-10-07,1,3,tropical fruit,7.803532318,23.410596954
4958,2015-05-24,1,2,tropical fruit,7.803532318,15.607064636
1463,2015-09-28,1,1,tropical fruit,7.803532318,7.803532318
4150,2015-08-26,1,3,tropical fruit,7.803532318,23.410596954
1775,2015-10-11,1,1,tropical fruit,7.803532318,7.803532318
3879,2015-06-25,1,3,tropical fruit,7.803532318,23.410596954
4619,2015-05-27,1,3,tropical fruit,7.803532318,23.410596954
1281,2015-02-11,1,3,tropical fruit,7.803532318,23.410596954
2925,2015-08-22,1,3,tropical fruit,7.803532318,23.410596954
3031,2015-10-27,1,3,tropical fruit,7.803532318,23.410596954
4312,2015-04-22,1,1,tropical fruit,7.803532318,7.803532318
1982,2015-02-24,1,1,tropical fruit,7.803532318,7.803532318
2249,2015-01-22,1,3,tropical fruit,7.803532318,23.410596954
1538,2015-11-30,1,2,tropical fruit,7.803532318,15.607064636
4734,2015-11-22,1,3,tropical fruit,7.803532318,23.410596954
3443,2015-04-04,1,2,tropical fruit,7.803532318,15.607064636
3180,2015-05-04,1,3,tropical fruit,7.803532318,23.410596954
4826,2015-01-25,1,3,tropical fruit,7.803532318,23.410596954
4567,2015-09-10,1,3,tropical fruit,7.803532318,23.410596954
4806,2015-11-24,1,2,tropical fruit,7.803532318,15.607064636
1476,2015-03-29,1,3,tropical fruit,7.803532318,23.410596954
2216,2015-11-17,1,3,tropical fruit,7.803532318,23.410596954
2955,2015-06-06,1,1,tropical fruit,7.803532318,7.803532318
1914,2015-01-21,1,2,tropical fruit,7.803532318,15.607064636
2293,2015-12-19,1,3,tropical fruit,7.803532318,23.410596954
3868,2015-01-22,1,1,tropical fruit,7.803532318,7.803532318
4510,2015-04-05,1,2,tropical fruit,7.803532318,15.607064636
2893,2015-10-06,1,2,tropical fruit,7.803532318,15.607064636
1651,2015-12-17,1,1,tropical fruit,7.803532318,7.803532318
3663,2015-11-07,1,1,tropical fruit,7.803532318,7.803532318
4214,2015-06-09,1,3,tropical fruit,7.803532318,23.410596954
4461,2015-02-13,1,1,tropical fruit,7.803532318,7.803532318
1366,2015-05-29,1,1,tropical fruit,7.803532318,7.803532318
1792,2015-08-15,1,2,tropical fruit,7.803532318,15.607064636
2811,2015-02-23,1,3,tropical fruit,7.803532318,23.410596954
4004,2015-05-10,1,2,tropical fruit,7.803532318,15.607064636
1934,2015-08-06,1,2,tropical fruit,7.803532318,15.607064636
1098,2015-08-05,1,2,tropical fruit,7.803532318,15.607064636
3228,2015-01-26,1,2,tropical fruit,7.803532318,15.607064636
2043,2015-04-21,1,3,tropical fruit,7.803532318,23.410596954
4953,2015-10-10,1,1,tropical fruit,7.803532318,7.803532318
2944,2015-02-01,1,1,tropical fruit,7.803532318,7.803532318
2081,2015-01-22,1,3,tropical fruit,7.803532318,23.410596954
1934,2015-02-03,1,3,tropical fruit,7.803532318,23.410596954
4686,2015-09-14,1,1,tropical fruit,7.803532318,7.803532318
3788,2015-02-16,1,3,tropical fruit,7.803532318,23.410596954
1136,2015-01-03,1,1,tropical fruit,7.803532318,7.803532318
1677,2015-12-09,1,3,tropical fruit,7.803532318,23.410596954
3459,2015-01-23,1,1,tropical fruit,7.803532318,7.803532318
1422,2015-01-01,1,2,tropical fruit,7.803532318,15.607064636
1542,2015-05-15,1,1,tropical fruit,7.803532318,7.803532318
4990,2015-12-14,1,3,tropical fruit,7.803532318,23.410596954
1451,2015-01-27,1,1,tropical fruit,7.803532318,7.803532318
1524,2015-03-05,1,2,tropical fruit,7.803532318,15.607064636
3484,2015-05-15,1,3,tropical fruit,7.803532318,23.410596954
3966,2015-01-11,1,1,tropical fruit,7.803532318,7.803532318
2023,2015-02-07,1,2,tropical fruit,7.803532318,15.607064636
4785,2015-04-04,1,2,tropical fruit,7.803532318,15.607064636
1012,2015-11-19,1,2,tropical fruit,7.803532318,15.607064636
3547,2015-10-21,1,3,tropical fruit,7.803532318,23.410596954
2678,2015-03-20,1,1,tropical fruit,7.803532318,7.803532318
3289,2015-08-09,1,2,tropical fruit,7.803532318,15.607064636
2061,2015-12-27,1,1,tropical fruit,7.803532318,7.803532318
4009,2015-07-14,1,1,tropical fruit,7.803532318,7.803532318
4172,2015-02-18,1,1,tropical fruit,7.803532318,7.803532318
2768,2015-01-01,1,2,tropical fruit,7.803532318,15.607064636
1696,2015-10-04,1,2,tropical fruit,7.803532318,15.607064636
4302,2015-03-08,1,2,tropical fruit,7.803532318,15.607064636
3614,2015-04-28,1,1,tropical fruit,7.803532318,7.803532318
4936,2015-03-15,1,2,tropical fruit,7.803532318,15.607064636
4244,2015-10-31,1,2,tropical fruit,7.803532318,15.607064636
3562,2015-03-18,1,1,tropical fruit,7.803532318,7.803532318
3315,2015-11-19,1,1,tropical fruit,7.803532318,7.803532318
2073,2015-05-14,1,3,tropical fruit,7.803532318,23.410596954
3749,2015-03-09,1,3,tropical fruit,7.803532318,23.410596954
2078,2015-10-16,1,3,tropical fruit,7.803532318,23.410596954
4505,2015-04-17,1,1,tropical fruit,7.803532318,7.803532318
2190,2015-05-14,1,1,tropical fruit,7.803532318,7.803532318
4001,2015-06-21,1,2,tropical fruit,7.803532318,15.607064636
1939,2015-07-15,1,3,tropical fruit,7.803532318,23.410596954
4296,2015-07-28,1,1,tropical fruit,7.803532318,7.803532318
1927,2015-05-15,1,1,tropical fruit,7.803532318,7.803532318
4756,2015-09-18,1,3,tropical fruit,7.803532318,23.410596954
4935,2015-04-02,1,1,tropical fruit,7.803532318,7.803532318
2167,2015-10-18,1,2,tropical fruit,7.803532318,15.607064636
3045,2015-03-26,1,2,tropical fruit,7.803532318,15.607064636
2544,2015-01-20,1,1,tropical fruit,7.803532318,7.803532318
2398,2015-01-08,1,1,tropical fruit,7.803532318,7.803532318
2807,2015-07-03,1,2,tropical fruit,7.803532318,15.607064636
3346,2015-05-11,1,1,tropical fruit,7.803532318,7.803532318
1081,2015-01-21,1,3,tropical fruit,7.803532318,23.410596954
4228,2015-04-18,1,1,tropical fruit,7.803532318,7.803532318
3356,2015-05-23,1,1,tropical fruit,7.803532318,7.803532318
3054,2015-05-27,1,1,tropical fruit,7.803532318,7.803532318
4555,2015-07-23,1,1,tropical fruit,7.803532318,7.803532318
2905,2015-10-22,1,3,tropical fruit,7.803532318,23.410596954
1838,2015-03-25,1,2,tropical fruit,7.803532318,15.607064636
1051,2015-10-12,1,2,tropical fruit,7.803532318,15.607064636
1564,2015-06-19,1,1,tropical fruit,7.803532318,7.803532318
3593,2015-05-27,1,3,tropical fruit,7.803532318,23.410596954
1876,2015-06-16,1,2,tropical fruit,7.803532318,15.607064636
1062,2015-04-16,1,1,tropical fruit,7.803532318,7.803532318
2643,2015-12-01,1,1,tropical fruit,7.803532318,7.803532318
3927,2015-09-03,1,3,tropical fruit,7.803532318,23.410596954
2255,2015-05-01,1,1,tropical fruit,7.803532318,7.803532318
2487,2015-03-27,1,1,tropical fruit,7.803532318,7.803532318
2321,2015-06-16,1,1,tropical fruit,7.803532318,7.803532318
1406,2015-12-28,1,1,tropical fruit,7.803532318,7.803532318
1008,2015-07-21,1,2,tropical fruit,7.803532318,15.607064636
1777,2015-04-22,1,1,tropical fruit,7.803532318,7.803532318
3959,2015-10-05,1,1,tropical fruit,7.803532318,7.803532318
2580,2015-10-24,1,3,tropical fruit,7.803532318,23.410596954
4825,2015-06-09,1,1,tropical fruit,7.803532318,7.803532318
3419,2015-07-25,1,2,tropical fruit,7.803532318,15.607064636
4773,2015-11-09,1,1,tropical fruit,7.803532318,7.803532318
3250,2015-04-12,1,1,tropical fruit,7.803532318,7.803532318
4906,2015-09-16,1,2,tropical fruit,7.803532318,15.607064636
4178,2015-11-13,1,1,tropical fruit,7.803532318,7.803532318
1130,2015-01-15,1,2,tropical fruit,7.803532318,15.607064636
2716,2015-09-10,1,2,tropical fruit,7.803532318,15.607064636
4503,2015-12-19,1,1,tropical fruit,7.803532318,7.803532318
2745,2015-04-08,1,3,tropical fruit,7.803532318,23.410596954
1002,2015-04-26,1,2,tropical fruit,7.803532318,15.607064636
2659,2015-06-15,1,1,tropical fruit,7.803532318,7.803532318
1077,2015-09-12,1,1,tropical fruit,7.803532318,7.803532318
4113,2015-07-19,1,2,tropical fruit,7.803532318,15.607064636
3002,2015-02-19,1,1,tropical fruit,7.803532318,7.803532318
1863,2015-02-11,1,3,tropical fruit,7.803532318,23.410596954
4875,2015-10-03,1,2,tropical fruit,7.803532318,15.607064636
3134,2015-06-07,1,1,tropical fruit,7.803532318,7.803532318
4882,2015-10-31,1,1,tropical fruit,7.803532318,7.803532318
4122,2015-04-24,1,3,tropical fruit,7.803532318,23.410596954
1566,2015-11-19,1,1,tropical fruit,7.803532318,7.803532318
3284,2015-01-28,1,1,tropical fruit,7.803532318,7.803532318
2108,2015-08-11,1,3,tropical fruit,7.803532318,23.410596954
4105,2015-05-29,1,1,tropical fruit,7.803532318,7.803532318
2695,2015-07-04,1,3,tropical fruit,7.803532318,23.410596954
1264,2015-12-07,1,3,tropical fruit,7.803532318,23.410596954
3835,2015-01-06,1,1,tropical fruit,7.803532318,7.803532318
1872,2015-04-05,1,2,tropical fruit,7.803532318,15.607064636
2262,2015-10-04,1,2,tropical fruit,7.803532318,15.607064636
3144,2015-08-16,1,3,tropical fruit,7.803532318,23.410596954
4997,2015-12-27,1,2,tropical fruit,7.803532318,15.607064636
3685,2015-03-04,1,3,tropical fruit,7.803532318,23.410596954
3794,2015-11-26,1,3,tropical fruit,7.803532318,23.410596954
2440,2015-03-02,1,3,tropical fruit,7.803532318,23.410596954
2370,2015-08-28,1,2,tropical fruit,7.803532318,15.607064636
1296,2015-08-20,1,3,tropical fruit,7.803532318,23.410596954
4220,2015-08-10,1,3,tropical fruit,7.803532318,23.410596954
1291,2015-01-14,1,3,tropical fruit,7.803532318,23.410596954
2985,2015-01-05,1,1,tropical fruit,7.803532318,7.803532318
1097,2015-11-01,1,2,tropical fruit,7.803532318,15.607064636
3986,2015-07-25,1,3,tropical fruit,7.803532318,23.410596954
1993,2015-07-08,1,2,tropical fruit,7.803532318,15.607064636
4427,2015-01-14,1,2,tropical fruit,7.803532318,15.607064636
3656,2015-03-11,1,3,tropical fruit,7.803532318,23.410596954
1218,2015-12-29,1,3,tropical fruit,7.803532318,23.410596954
3460,2015-02-14,1,3,tropical fruit,7.803532318,23.410596954
4107,2015-11-15,1,3,tropical fruit,7.803532318,23.410596954
1040,2015-11-26,1,2,tropical fruit,7.803532318,15.607064636
3909,2015-02-09,1,1,tropical fruit,7.803532318,7.803532318
1608,2015-11-10,1,1,tropical fruit,7.803532318,7.803532318
2083,2015-11-07,1,1,tropical fruit,7.803532318,7.803532318
3937,2015-11-19,1,3,tropical fruit,7.803532318,23.410596954
1697,2015-02-23,1,3,tropical fruit,7.803532318,23.410596954
1663,2015-11-11,1,3,tropical fruit,7.803532318,23.410596954
4049,2015-08-01,1,3,tropical fruit,7.803532318,23.410596954
4038,2015-11-06,1,1,tropical fruit,7.803532318,7.803532318
3207,2015-08-08,1,2,tropical fruit,7.803532318,15.607064636
3214,2015-01-14,1,3,tropical fruit,7.803532318,23.410596954
2772,2015-03-18,1,2,tropical fruit,7.803532318,15.607064636
2270,2015-02-04,1,3,tropical fruit,7.803532318,23.410596954
2517,2015-12-12,1,1,tropical fruit,7.803532318,7.803532318
4749,2015-02-15,1,2,tropical fruit,7.803532318,15.607064636
3147,2015-12-24,1,2,tropical fruit,7.803532318,15.607064636
3183,2015-08-07,1,3,tropical fruit,7.803532318,23.410596954
1821,2015-05-21,1,1,tropical fruit,7.803532318,7.803532318
4337,2015-10-26,1,2,tropical fruit,7.803532318,15.607064636
2706,2015-10-03,1,1,tropical fruit,7.803532318,7.803532318
4007,2015-03-13,1,1,tropical fruit,7.803532318,7.803532318
2108,2015-10-01,1,1,tropical fruit,7.803532318,7.803532318
1342,2015-01-07,1,3,tropical fruit,7.803532318,23.410596954
1218,2015-08-20,1,2,tropical fruit,7.803532318,15.607064636
4238,2015-12-12,1,1,tropical fruit,7.803532318,7.803532318
1620,2015-03-22,1,3,tropical fruit,7.803532318,23.410596954
2480,2015-03-26,1,1,tropical fruit,7.803532318,7.803532318
2604,2015-09-20,1,2,tropical fruit,7.803532318,15.607064636
1930,2015-11-15,1,1,tropical fruit,7.803532318,7.803532318
3139,2015-04-21,1,1,tropical fruit,7.803532318,7.803532318
3848,2015-11-18,1,1,tropical fruit,7.803532318,7.803532318
2162,2015-06-19,1,3,tropical fruit,7.803532318,23.410596954
3971,2015-06-17,1,2,tropical fruit,7.803532318,15.607064636
1554,2015-05-21,1,1,tropical fruit,7.803532318,7.803532318
4999,2015-01-24,1,2,tropical fruit,7.803532318,15.607064636
4804,2015-12-27,1,1,tropical fruit,7.803532318,7.803532318
2565,2015-04-29,1,1,tropical fruit,7.803532318,7.803532318
1783,2015-03-18,1,2,tropical fruit,7.803532318,15.607064636
1396,2015-07-22,1,1,tropical fruit,7.803532318,7.803532318
4633,2015-04-26,1,1,tropical fruit,7.803532318,7.803532318
4821,2015-11-28,1,2,tropical fruit,7.803532318,15.607064636
1599,2015-05-29,1,1,tropical fruit,7.803532318,7.803532318
2933,2015-04-06,1,1,tropical fruit,7.803532318,7.803532318
1139,2015-01-19,1,3,tropical fruit,7.803532318,23.410596954
2273,2015-10-21,1,1,tropical fruit,7.803532318,7.803532318
2885,2015-03-22,1,3,tropical fruit,7.803532318,23.410596954
1887,2015-02-03,1,1,tropical fruit,7.803532318,7.803532318
4645,2015-12-06,1,1,tropical fruit,7.803532318,7.803532318
4717,2015-04-10,1,3,tropical fruit,7.803532318,23.410596954
4302,2015-08-03,1,2,tropical fruit,7.803532318,15.607064636
1656,2015-07-07,1,1,tropical fruit,7.803532318,7.803532318
3201,2015-11-27,1,3,tropical fruit,7.803532318,23.410596954
4695,2015-10-13,1,1,tropical fruit,7.803532318,7.803532318
2415,2015-04-29,1,1,tropical fruit,7.803532318,7.803532318
1943,2015-09-30,1,2,tropical fruit,7.803532318,15.607064636
4107,2015-02-05,1,2,tropical fruit,7.803532318,15.607064636
2087,2015-04-09,1,1,tropical fruit,7.803532318,7.803532318
3474,2015-04-07,1,1,tropical fruit,7.803532318,7.803532318
2887,2015-01-17,1,1,tropical fruit,7.803532318,7.803532318
1551,2015-06-11,1,1,tropical fruit,7.803532318,7.803532318
4326,2015-05-02,1,2,tropical fruit,7.803532318,15.607064636
3463,2015-09-24,1,3,tropical fruit,7.803532318,23.410596954
2528,2015-10-19,1,3,tropical fruit,7.803532318,23.410596954
1959,2015-05-15,1,3,tropical fruit,7.803532318,23.410596954
4406,2015-05-27,1,3,tropical fruit,7.803532318,23.410596954
2202,2015-05-28,1,1,tropical fruit,7.803532318,7.803532318
4529,2015-05-10,1,2,tropical fruit,7.803532318,15.607064636
2902,2015-06-12,1,2,tropical fruit,7.803532318,15.607064636
1631,2015-08-14,1,1,tropical fruit,7.803532318,7.803532318
2876,2015-09-19,1,2,tropical fruit,7.803532318,15.607064636
4848,2015-07-07,1,1,tropical fruit,7.803532318,7.803532318
3133,2015-12-01,1,1,tropical fruit,7.803532318,7.803532318
1918,2015-09-29,1,2,tropical fruit,7.803532318,15.607064636
1309,2015-04-01,1,2,tropical fruit,7.803532318,15.607064636
3416,2015-02-07,1,3,tropical fruit,7.803532318,23.410596954
1009,2015-05-14,1,2,tropical fruit,7.803532318,15.607064636
1782,2015-09-13,1,3,tropical fruit,7.803532318,23.410596954
1094,2015-05-16,1,3,tropical fruit,7.803532318,23.410596954
4895,2015-06-01,1,1,tropical fruit,7.803532318,7.803532318
1910,2015-09-25,1,3,tropical fruit,7.803532318,23.410596954
3727,2015-05-19,1,3,tropical fruit,7.803532318,23.410596954
2484,2015-08-12,1,2,tropical fruit,7.803532318,15.607064636
2195,2015-07-10,1,2,tropical fruit,7.803532318,15.607064636
2220,2015-01-07,1,2,tropical fruit,7.803532318,15.607064636
1604,2015-11-11,1,1,tropical fruit,7.803532318,7.803532318
3581,2015-04-12,1,2,tropical fruit,7.803532318,15.607064636
1208,2015-12-16,1,3,tropical fruit,7.803532318,23.410596954
4328,2015-08-29,1,1,tropical fruit,7.803532318,7.803532318
4426,2015-05-18,1,1,tropical fruit,7.803532318,7.803532318
2413,2015-10-25,1,3,tropical fruit,7.803532318,23.410596954
3590,2015-01-09,1,2,tropical fruit,7.803532318,15.607064636
2789,2015-06-01,1,3,tropical fruit,7.803532318,23.410596954
4236,2015-10-13,1,1,tropical fruit,7.803532318,7.803532318
3594,2015-09-11,1,2,tropical fruit,7.803532318,15.607064636
1370,2015-07-05,1,3,tropical fruit,7.803532318,23.410596954
4807,2015-04-08,1,3,tropical fruit,7.803532318,23.410596954
2475,2015-07-23,1,1,tropical fruit,7.803532318,7.803532318
4908,2015-05-20,1,1,tropical fruit,7.803532318,7.803532318
3255,2015-11-05,1,1,tropical fruit,7.803532318,7.803532318
3877,2015-05-27,1,1,tropical fruit,7.803532318,7.803532318
2332,2015-12-15,1,2,tropical fruit,7.803532318,15.607064636
2461,2015-10-04,1,3,tropical fruit,7.803532318,23.410596954
1452,2015-11-25,1,2,tropical fruit,7.803532318,15.607064636
4375,2015-04-29,1,3,tropical fruit,7.803532318,23.410596954
3144,2015-04-27,1,3,tropical fruit,7.803532318,23.410596954
1136,2015-11-03,1,2,tropical fruit,7.803532318,15.607064636
1339,2015-05-23,1,1,tropical fruit,7.803532318,7.803532318
2903,2015-08-02,1,1,tropical fruit,7.803532318,7.803532318
4507,2015-08-15,1,3,tropical fruit,7.803532318,23.410596954
3094,2015-10-06,1,3,tropical fruit,7.803532318,23.410596954
2784,2015-11-13,1,3,tropical fruit,7.803532318,23.410596954
3772,2015-02-18,1,1,tropical fruit,7.803532318,7.803532318
4163,2015-03-13,1,1,tropical fruit,7.803532318,7.803532318
2775,2015-01-07,1,2,tropical fruit,7.803532318,15.607064636
2624,2015-05-21,1,1,tropical fruit,7.803532318,7.803532318
4719,2015-09-26,1,3,tropical fruit,7.803532318,23.410596954
1723,2015-12-08,1,2,tropical fruit,7.803532318,15.607064636
4546,2015-09-03,1,2,tropical fruit,7.803532318,15.607064636
1905,2015-07-07,1,1,tropical fruit,7.803532318,7.803532318
1061,2015-09-05,1,2,tropical fruit,7.803532318,15.607064636
4389,2015-10-20,1,3,tropical fruit,7.803532318,23.410596954
4073,2015-11-02,1,2,tropical fruit,7.803532318,15.607064636
1460,2015-06-24,1,1,tropical fruit,7.803532318,7.803532318
2960,2015-12-19,1,3,tropical fruit,7.803532318,23.410596954
1822,2015-03-03,1,2,tropical fruit,7.803532318,15.607064636
1293,2015-03-05,1,3,tropical fruit,7.803532318,23.410596954
3190,2015-03-28,1,1,tropical fruit,7.803532318,7.803532318
2782,2015-04-09,1,3,tropical fruit,7.803532318,23.410596954
3393,2015-02-15,1,3,tropical fruit,7.803532318,23.410596954
4938,2015-11-24,1,2,tropical fruit,7.803532318,15.607064636
4156,2015-08-03,1,3,tropical fruit,7.803532318,23.410596954
2032,2015-07-28,1,1,tropical fruit,7.803532318,7.803532318
2061,2015-12-27,1,1,tropical fruit,7.803532318,7.803532318
1081,2015-05-03,1,2,tropical fruit,7.803532318,15.607064636
2650,2015-05-11,1,2,tropical fruit,7.803532318,15.607064636
2448,2015-06-08,1,1,tropical fruit,7.803532318,7.803532318
2960,2015-08-31,1,3,tropical fruit,7.803532318,23.410596954
1305,2015-05-24,1,3,tropical fruit,7.803532318,23.410596954
3744,2015-12-08,1,1,tropical fruit,7.803532318,7.803532318
2465,2015-12-27,1,3,tropical fruit,7.803532318,23.410596954
2230,2015-05-28,1,2,tropical fruit,7.803532318,15.607064636
4251,2015-10-03,1,1,tropical fruit,7.803532318,7.803532318
4588,2015-04-30,1,1,tropical fruit,7.803532318,7.803532318
4692,2015-10-27,1,1,tropical fruit,7.803532318,7.803532318
3417,2015-12-15,1,1,tropical fruit,7.803532318,7.803532318
2869,2015-12-10,1,2,tropical fruit,7.803532318,15.607064636
3701,2015-01-22,1,3,tropical fruit,7.803532318,23.410596954
3399,2015-07-19,1,1,tropical fruit,7.803532318,7.803532318
4473,2015-06-26,1,2,tropical fruit,7.803532318,15.607064636
1599,2015-05-29,1,1,tropical fruit,7.803532318,7.803532318
3551,2015-05-01,1,2,tropical fruit,7.803532318,15.607064636
2092,2015-09-04,1,2,tropical fruit,7.803532318,15.607064636
2514,2015-11-02,1,3,tropical fruit,7.803532318,23.410596954
3581,2015-01-16,1,3,tropical fruit,7.803532318,23.410596954
3620,2015-06-18,1,2,tropical fruit,7.803532318,15.607064636
4251,2015-10-03,1,2,tropical fruit,7.803532318,15.607064636
2997,2015-12-30,1,2,tropical fruit,7.803532318,15.607064636
4831,2015-11-13,1,2,tropical fruit,7.803532318,15.607064636
4636,2015-04-10,1,2,tropical fruit,7.803532318,15.607064636
2872,2015-09-19,1,3,tropical fruit,7.803532318,23.410596954
3462,2015-11-15,1,3,tropical fruit,7.803532318,23.410596954
1355,2015-02-28,1,3,tropical fruit,7.803532318,23.410596954
3113,2015-06-18,1,1,tropical fruit,7.803532318,7.803532318
3571,2015-10-21,1,2,tropical fruit,7.803532318,15.607064636
4348,2015-04-11,1,3,tropical fruit,7.803532318,23.410596954
3180,2015-09-15,1,1,tropical fruit,7.803532318,7.803532318
3835,2015-01-06,1,3,tropical fruit,7.803532318,23.410596954
3685,2015-03-04,1,3,tropical fruit,7.803532318,23.410596954
1395,2015-06-26,1,1,tropical fruit,7.803532318,7.803532318
2348,2015-02-28,1,3,tropical fruit,7.803532318,23.410596954
1094,2015-01-07,1,2,tropical fruit,7.803532318,15.607064636
3915,2015-03-05,1,3,tropical fruit,7.803532318,23.410596954
2606,2015-01-26,1,2,tropical fruit,7.803532318,15.607064636
3321,2015-12-25,1,1,tropical fruit,7.803532318,7.803532318
4501,2015-06-15,1,1,tropical fruit,7.803532318,7.803532318
2196,2015-08-23,1,1,tropical fruit,7.803532318,7.803532318
3879,2015-12-03,1,2,tropical fruit,7.803532318,15.607064636
4130,2015-11-06,1,3,tropical fruit,7.803532318,23.410596954
1734,2015-06-08,1,1,tropical fruit,7.803532318,7.803532318
4909,2015-10-26,1,2,tropical fruit,7.803532318,15.607064636
1069,2015-08-20,1,3,tropical fruit,7.803532318,23.410596954
1489,2015-06-23,1,2,tropical fruit,7.803532318,15.607064636
3778,2015-10-01,1,1,tropical fruit,7.803532318,7.803532318
2618,2015-09-14,1,1,tropical fruit,7.803532318,7.803532318
4356,2015-12-01,1,3,tropical fruit,7.803532318,23.410596954
4685,2015-08-27,1,2,tropical fruit,7.803532318,15.607064636
1792,2015-08-15,1,1,tropical fruit,7.803532318,7.803532318
2393,2015-04-17,1,1,tropical fruit,7.803532318,7.803532318
2532,2015-07-06,1,2,tropical fruit,7.803532318,15.607064636
2043,2015-04-21,1,2,tropical fruit,7.803532318,15.607064636
1534,2015-08-13,1,3,tropical fruit,7.803532318,23.410596954
4831,2015-11-13,1,2,tropical fruit,7.803532318,15.607064636
